id,original_title,genres,cast,production_companies,year,revenue
19994,Jennifer's Body,"['Comedy', 'Horror']","['MeganFox', 'AmandaSeyfried', 'JohnnySimmons', 'AdamBrody', 'J.K.Simmons', 'KyleGallner', 'AmySedaris', 'CynthiaStevenson', 'CarrieGenzel', 'JuanRiedinger', 'ChrisPratt', 'JunoRinaldi', 'AmanJohal', 'EveHarlow', 'GenevieveBuechner', 'MichaelBean', 'CandusChurchill', 'DiabloCody', 'LanceHenriksen', 'MeganCharpentier']","['DuneEntertainment', 'FoxAtomic']",2009,31556061
25166,Drowning Mona,"['Comedy', 'Crime', 'Mystery']","['DannyDeVito', 'BetteMidler', 'NeveCampbell', 'JamieLeeCurtis', 'CaseyAffleck', 'WilliamFichtner', 'MarcusThomas', 'PeterDobson', 'KathleenWilhoite', 'TraceyWalter', 'WillFerrell', 'PaulBen-Victor', 'PaulSchulze', 'MarkPellegrino', '""RaymondOConnor""', 'MelissaMcCarthy', 'PhilipPerlman']","['CodeEntertainment', 'NeverlandFilms']",2000,15427192
30890,Radio Days,"['Comedy', 'Drama']","['WoodyAllen', 'MiaFarrow', 'JeffDaniels', 'LarryDavid', 'ToddField', 'SethGreen', 'MichaelTucker', 'JulieKavner', 'DannyAiello', 'TonyRoberts', 'WallaceShawn', 'TitoPuente', 'DianneWiest', 'RenéeLippin', 'JoshMostel', 'KittyCarlisle', 'RobertaBennett', 'SydneyA.Blake', 'GinaDeAngeles', 'DanielleFerland', 'JudithMalina', 'JoyNewman', 'DianeKeaton']",['OrionPictures'],1987,0
23169,Remember Me,"['Drama', 'Romance']","['RobertPattinson', 'EmiliedeRavin', 'PierceBrosnan', 'LenaOlin', 'ChrisCooper', 'RubyJerins', 'MarthaPlimpton', 'GregoryJbara', 'TateEllington', 'KateBurton', 'PeytonList', 'ChrisMcKinney', 'MeghanMarkle', 'ChristopherClawson', 'EmilyWickersham', 'MoisésAcevedo', 'MorganTurner']",['SummitEntertainment'],2010,0
17403,How to Deal,"['Drama', 'Comedy', 'Romance']","['MandyMoore', 'TrentFord', 'AllisonJanney', 'AlexandraHolden', 'DylanBaker', 'NinaFoch', 'MaryCatherineGarrison', 'ConnieRay', 'MackenzieAstin', 'CharlotteSullivan', 'RayKahnert', 'AndrewGillies', 'JohnWhite', 'LauraCatalano']","['GoldenMean', 'FocusFeatures', 'RadarPictures']",2003,0
12120,My Stepmother is an Alien,"['Comedy', 'ScienceFiction']","['DanAykroyd', 'KimBasinger', 'JonLovitz', 'AlysonHannigan', 'SethGreen', 'HarryShearer', 'JulietteLewis', 'AnnPrentiss', 'TonyJay', 'JosephMaher', 'WesleyMann']","['WeintraubEntertainmentGroup', 'TheCatalinaProductionGroup']",1988,13854000
9800,Philadelphia,['Drama'],"['TomHanks', 'DenzelWashington', 'JasonRobards', 'MarySteenburgen', 'AntonioBanderas', 'RonVawter', 'RobertRidgely', 'CharlesNapier', 'LisaSummerour', 'ObbaBabatundé', 'AndreB.Blake', 'RobertW.Castle', 'DanielChapman', 'RogerCorman', 'AnnDowd', 'DavidDrake', 'KarenFinley', 'CharlesGlenn', 'PeterJacobs', 'PaulLazar', 'JohnBedfordLloyd', 'RobertaMaxwell', 'WarrenMiller', 'HarryNorthup', 'DanOlmstead', 'JoeyPerillo', 'LaurenRoselli', 'AnnaDeavereSmith', 'LisaTalerico', 'DanielvonBargen', 'TraceyWalter', 'BradleyWhitford', 'ChandraWilson', 'KathrynWitt', 'JoanneWoodward', 'BuzzKilman', 'MarkSorensenJr.', 'JeffreyWilliamson', 'StephanieRothHaberle', 'BillRowe', 'FordWheeler', 'JuliusErving', 'AdamLeFevre', 'GaryGoetzman', 'KennethUtt', 'LawrenceT.Wrentz', 'CharlesTechman', 'JimRoche', 'TonyFitzpatrick', 'GeneBorkan', 'Q.Lazzarus', 'LucasPlatt', 'JoséCastillo', 'RoyBlount', 'Jr.', 'BobBowersox', 'QuentinCrisp', 'TomDetrik', 'TonyDevon', 'TakFujimoto', 'JaimeGomez', 'AnaLeza']","['TriStarPictures', 'ClinicaEstetico']",1993,206678440
1090,The Thirteenth Floor,"['Thriller', 'ScienceFiction', 'Mystery']","['CraigBierko', 'ArminMueller-Stahl', 'GretchenMol', '""VincentDOnofrio""', 'DennisHaysbert', 'StevenSchub', 'JeremyRoberts', 'RifHutton', 'LeonRippy', 'JanetMacLachlan', 'BradWilliamHenke', 'BurtBulos', 'VenessiaValentino', 'TiaTexada', 'HowardS.Miller', 'ShiriAppleby', 'BobClendenin', 'RachelWinfree', 'AlisonLohman', 'MeghanIvey', 'ErnieLively', 'ToniSawyer', 'LeeWeaver', 'TravisTedford', 'JohnnyCrawford', 'JeffBlumenkrantz', 'GeoffreyRivas', 'BrooksAlmy', 'DarrylHenriques', 'MaryAnnSchmidt', 'GlendonRich']","['ColumbiaPictures', 'CentropolisFilmProductions']",1999,18564088
18475,The Cookout,"['Comedy', 'Drama']","['JaRule', 'TimMeadows', 'JeniferLewis', 'JonathanSilverman', 'Eve', 'KevinPhillips']",['CookoutProductions'],2004,12
40160,Meteor,"['Action', 'ScienceFiction', 'Thriller']","['SeanConnery', 'NatalieWood', 'KarlMalden', 'BrianKeith', 'MartinLandau', 'TrevorHoward', 'HenryFonda', 'RichardDysart', 'JosephCampanella', 'BoBrundin', 'KatherineDeHetre', 'JamesG.Richardson', 'RogerRobinson', 'MichaelZaslow', 'JohnMcKinney', 'JohnFindlater', 'PaulTulley', 'AllenWilliams', 'BibiBesch', 'GregoryGaye', 'ClydeKusatsu', 'SybilDanning']","['PalladiumProductions', 'AmericanInternationalPictures(AIP)', 'MeteorJointVenture']",1979,0
18074,Duets,"['Comedy', 'Drama', 'Music']","['GwynethPaltrow', 'ScottSpeedman', 'MariaBello', 'PaulGiamatti', 'AndreBraugher', 'HueyLewis']","['HollywoodPictures', 'BeaconPictures', 'SevenArtsPictures']",2000,0
9689,Hollywood Ending,"['Comedy', 'Drama']","['WoodyAllen', 'GeorgeHamilton', 'TéaLeoni', 'DebraMessing', 'MarkRydell', 'TreatWilliams', 'PeterGerety', 'EricaLeerhsen', 'JodieMarkell', 'IsaacMizrahi', 'MarianSeldes', 'AaronStanford', 'TiffaniThiessen', 'MarkWebber', 'BobDorian', 'IvanMartin', 'GreggEdelman', 'NealHuff', 'DouglasMcGrath', 'StephanieRothHaberle', 'BillGerber', 'RoxannePerry', 'BarbaraCarroll']",['DreamWorksSKG'],2002,0
9781,Detroit Rock City,"['Comedy', 'Music']","['GiuseppeAndrews', 'JamesDeBello', 'EdwardFurlong', 'SamHuntington', 'LinShaye', 'MelanieLynskey', 'NatashaLyonne', 'ShannonTweed', 'EmmanuelleChriqui', 'KristinBooth', 'JoeFlaherty', 'MatthewG.Taylor', 'MilesDougal', 'NickScotti', 'DavidQuane', 'RodgerBarton', 'KathrynHaggis', 'DavidGardner', 'CodyJones', 'JoanHeney', 'GeneSimmons', 'PaulStanley', 'PaulDanielFrehley', 'PeterCriss']","['NewLineCinema', 'Base12Productions', 'CorrupterProductionServiceLtd.', 'TakomaEntertainment', 'KISSNation']",1999,4217115
8009,Highlander,"['Adventure', 'Action', 'Fantasy']","['ChristopherLambert', 'RoxanneHart', 'ClancyBrown', 'SeanConnery', 'BeatieEdney', 'AlanNorth', 'JonPolito', 'SheilaGish', 'HughQuarshie', 'PeterDiamond', 'BillyHartman', 'JamesCosmo', 'CeliaImrie', 'ChristopherMalcolm', 'FrankDux', 'IanReddington']","['Davis-PanzerProductions', 'ThornEMIScreenEntertainment']",1986,5900000
3877,Things We Lost in the Fire,['Drama'],"['HalleBerry', 'BeniciodelToro', 'DavidDuchovny', 'AlisonLohman', 'SarahDubrovsky', 'AlexisLlewellyn', 'MicahBerry', 'LiamJames', 'QuinnLord', 'JohnCarrollLynch']","['DreamWorksSKG', 'NealStreetProductions', 'DreamWorksPictures', 'ProvinceofBritishColumbiaProductionServicesTaxCredit']",2007,2849142
8854,Steel,"['ScienceFiction', 'Action', 'Adventure']","['""ShaquilleONeal""', 'AnnabethGish', 'RichardRoundtree', 'JuddNelson', 'IrmaP.Hall', 'JohannaRay', 'HarveySilver', 'RayJ', 'CharlesNapier', 'KerrieKeane', 'EricPierpoint', 'TembiLocke', 'ThomBarry', 'GaryGraham', 'HillHarper', 'RutanyaAlda', 'JohnHawkes', 'KevinGrevioux', 'TimDeZarn', 'MichaelShamusWiles', 'KamauHolloway', 'MauriceChasse', 'JoshCruze', 'NancyWolfe', 'RickWorthy', 'ScotchEllisLoring', 'JacquelynHouston', '""JohnF.ODonohue""', 'CydStrittmatter', 'KevinSifuentes']","['QuincyJones-DavidSalzmanEntertainment', 'WarnerBros.', 'DCEntertainment']",1997,1686429
152599,The Immigrant,"['Drama', 'Romance']","['MarionCotillard', 'JeremyRenner', 'JoaquinPhoenix', 'DagmaraDomińczyk', 'GabrielRush', 'AntoniCorone', 'DeedeeLuxe', 'AngelaSarafyan', '""SofiaBlack-DElia""']","['KingsgateFilms', 'WorldviewEntertainment']",2013,5867686
18840,The White Countess,"['Drama', 'History', 'Family', 'Romance']","['RalphFiennes', 'NatashaRichardson', 'HiroyukiSanada', 'LynnRedgrave', 'VanessaRedgrave', 'MadeleinePotter', 'MadeleineDaly', 'AllanCorduner', 'JohnWood', 'LeePace', 'AislínMcGuckin', 'YingDa', 'TerenceHarvey', 'DraganMićanović', 'LuoyongWang', 'YoungFuFan', 'ManoukTideman', 'HongLanHou', 'KyleRothstein', 'Jean-PierreLorit']","['SonyPicturesClassics', 'ShanghaiFilmGroup', 'MerchantIvoryProductions']",2005,0
68727,Trance,"['Thriller', 'Crime', 'Drama', 'Mystery']","['JamesMcAvoy', 'VincentCassel', 'RosarioDawson', 'MattCross', 'DannySapani', 'TuppenceMiddleton', 'LeeNicholasHarris', 'SamCreed', 'HamzaJeetooa', 'BenCura', 'KelvinWise', 'SimonKunz', 'WahabSheikh', 'MarkPoltimore', 'MichaelShaeffer']","['CloudEightFilms', 'Pathé', 'DecibelFilms', 'Film4']",2013,24261569
12657,Soul Plane,"['Romance', 'Comedy']","['TomArnold', 'KevinHart', 'MethodMan', 'SnoopDogg', 'K.D.Aubert', 'Godfrey', 'D.L.Hughley', '""MoNique""', 'SofíaVergara', 'JohnWitherspoon', 'StaceyTravis', 'LaLaAnthony', 'KendallCarlyBrowne', 'BrianMulligan', 'BrianHooks', 'ArielleKebbel', 'LoniLove', 'RyanPinkston', 'MissiPyle', 'Sommore', 'GaryAnthonyWilliams', 'StephenKeys', 'AngellConwell', 'RobertIsaacLee', 'CharlesWalker', 'BrentStrickland', 'LauraRogers', 'DonnaCooper', 'ElishaWilson', 'NancyGibbs', 'DwayneAdway', 'TerryCrews', 'AngelaRobinson']",['Metro-Goldwyn-Mayer(MGM)'],2004,14822346
8265,Bienvenue chez les ch'tis,['Comedy'],"['KadMerad', 'DanyBoon', 'ZoéFélix', 'LorenzoAusilia-Foret', 'AnneMarivin', 'PhilippeDuquesne', 'GuyLecluyse', 'LineRenaud', 'MichelGalabru', 'StéphaneFreiss', 'PatrickBosso', 'JérômeCommandeur', 'ChristopheRossignon', 'ZinedineSoualem', 'JennyClève']","['CentreNationaldelaCinématographie', 'TF1FilmsProductions', 'PathéRennProductions', 'Hirsch', 'Canal+', 'CinéCinéma', 'RégionNord-Pas-de-Calais', 'LesProductionsduChicon', 'CentreRégionaldesRessourcesAudiovisuelles(CRRAV)']",2008,53191886
12410,Good,['Drama'],"['ViggoMortensen', 'JasonIsaacs', 'MarkStrong', 'StevenMackintosh', 'JodieWhittaker']",[''],2008,0
34647,Enter the Void,"['Fantasy', 'Drama']","['NathanielBrown', 'PazdelaHuerta', 'CyrilRoy', 'MasatoTanno', 'JesseKuhn', 'EdSpear', 'EmilyAlynLind', 'OllyAlexander']","['BIMDistribuzione', 'WildBunch']",2009,754249
73935,Vamps,"['Comedy', 'Romance', 'Horror']","['AliciaSilverstone', 'KrystenRitter', 'SigourneyWeaver', 'RichardLewis', 'WallaceShawn', 'MalcolmMcDowell', 'ZakOrth', 'MariluHenner', 'KristenJohnston', 'MeredithScottLynn', 'GaelGarcíaBernal', 'DanStevens', 'LarryWilmore', 'BettinaBresnan', 'ToddBarry', 'TaylorNegron', 'JustinKirk', 'AmirArison', 'ScottThomson', 'AnnieKitral']","['LuckyMonkeyPictures', 'RedHourFilms']",2012,0
28178,Hachi: A Dog's Tale,"['Drama', 'Family']","['RichardGere', 'JoanAllen', 'JasonAlexander', 'Cary-HiroyukiTagawa', 'SarahRoemer', 'ErickAvari', 'DaveniaMcFadden', 'RobbieSublett', 'ToraHallström', 'BatesWilder', 'RichTretheway', 'EllenBecker-Gray', 'DavidBoston', 'RobertCapron', 'BeckiDennis', 'JohnFranchi', 'AdamMasnyk', 'RoySouza']","['GrandArmyEntertainment', 'ScionFilms', 'InfernoDistribution', 'Stage6Films', 'Hachiko', 'OppermanVinerChrystynEntertainment']",2009,47801389
185567,Zulu,"['Crime', 'Drama', 'Thriller']","['OrlandoBloom', 'ForestWhitaker', 'ConradKemp', 'IngeBeckmann', 'TinarieVanWyk-Loots', 'RegardtvandenBergh', 'RandallMajiet', 'ImanIsaacs', 'JoelleKayembe', 'PatrickLyster', 'TanyavanGraan', 'NatashaLoring', 'SvenRuygrok', 'RoxannePrentice', 'AdrianGalley', 'KelseyEgan', 'ShaamillaNoordien', 'HenieBosman']","['Eskwad', 'M6Films', 'Canal+', 'Pathé', 'Ciné+', 'LobsterTree', 'W9']",2013,0
264656,The Homesman,"['Western', 'Drama']","['HilarySwank', 'TommyLeeJones', 'GraceGummer', 'MerylStreep', 'MirandaOtto', 'TimBlakeNelson', 'HaileeSteinfeld', 'SonjaRichter', 'DavidDencik', 'JohnLithgow', 'JamesSpader', 'WilliamFichtner', 'JessePlemons', 'JoHarveyAllen', 'EvanJones', 'BarryCorbin', 'CarolineLagerfelt', 'KarenJones', 'BrianKennedy', 'RickIrwin', 'RichardJones', 'AutumnShields']","['TheJavelinaFilmCompany', 'EuropaCorp', 'IthacaPictures']",2014,3442853
35696,Juwanna Mann,"['Comedy', 'Drama']","['MiguelA.Núñez', 'Jr.', 'VivicaA.Fox', 'KevinPollak', 'TommyDavidson', 'Ginuwine', '""LilKim""', 'DikembeMutombo', 'VladeDivac', 'TyroneBogues', 'RasheedWallace', 'KimWayans', 'JeniferLewis', 'AnnieCorley', 'TerryLoughlin', 'BonnieJohnson', 'TammiReiss']","['WarnerBros.', 'MorganCreekProductions']",2002,0
16351,Ararat,"['War', 'Drama']","['SimonAbkarian', 'CharlesAznavour', 'ChristopherPlummer', 'ArsinéeKhanjian', 'DavidAlpay', 'Marie-JoséeCroze', 'EliasKoteas', 'BrentCarver', 'MaxMorrow', 'ChristieMacFadyen', 'DawnRoach', 'GarenBoyajian', 'LousnakAbdalian']","['AllianceAtlantisCommunications', 'SerendipityPointFilms', 'EgoFilmArts']",2002,0
38717,Madison,"['Action', 'Adventure', 'Drama']","['JimCaviezel', 'JakeLloyd', 'MaryMcCormack', 'BruceDern', 'PaulDooley', 'BrentBriscoe', 'MarkFauser', 'MattLetscher', 'ReedDiamond', 'ChelcieRoss', 'JohnMellencamp', 'BrieLarson', 'CoreyLarge']",[''],2001,0
18777,Slow Burn,"['Mystery', 'Crime', 'Drama', 'Thriller']","['RayLiotta', 'LLCoolJ', 'MekhiPhifer', 'JoleneBlalock', 'ChiwetelEjiofor']","['SidneyKimmelEntertainment', 'GreenestreetFilms', 'LongfellowPictures', 'BonnieTimmermannProductions']",2005,1237615
2110,Wasabi,"['Drama', 'Action', 'Comedy']","['JeanReno', 'RyokoHirosue', 'MichelMuller', 'CaroleBouquet', 'YoshiOida', 'ChristianSinniger', 'AlexandreBrik', 'Jean-MarcMontalto', 'VéroniqueBalme', 'FabioZenoni', 'KiyohikoShibukawa', 'DorothéeBrière', 'HaruhikoHirata', 'MichelScourneau', 'JacquesBondoux', 'OsamuTsuruya', 'AkihiroNishida', 'AnthonyDecadi', 'YanEpstein', 'LudovicBerthillot', 'ElodieFrenck', 'StefanNelet', 'KarineStoffer', 'YukiSakai', 'MassaroNagahishi', 'MakikoKishi', 'KinshiroOyama', 'HirokoMaki', 'TomoFukui']","['CanalPlus', 'TF1FilmsProductions', 'Tobis', 'Destiny', 'EuropaCorp']",2001,0
9035,Slither,"['Comedy', 'Horror', 'ScienceFiction']","['NathanFillion', 'DonThompson', 'ElizabethBanks', 'GreggHenry', 'XanthaRadley', 'MichaelRooker', 'TaniaSaulnier', 'MagdaApanowicz', 'DustinMilligan', 'ZakLudwig', 'BrendaJames', 'JennaFischer', 'LloydKaufman', 'NicholasPodbrey']",['UniversalPictures'],2006,0
90,Beverly Hills Cop,"['Action', 'Comedy', 'Crime']","['EddieMurphy', 'JudgeReinhold', 'JohnAshton', 'RonnyCox', 'PaulReiser', 'GilbertR.Hill', 'LisaEilbacher', 'StevenBerkoff', 'JamesRusso', 'JonathanBanks', 'StephenElliott', 'BronsonPinchot', 'MichaelChampion', 'MichaelGregory', 'RickOverton', 'DamonWayans', 'ArtKimbro', 'JoelBailey']","['ParamountPictures', 'EddieMurphyProductions']",1984,316360478
771,Home Alone,"['Comedy', 'Family']","['MacaulayCulkin', 'JoePesci', 'DanielStern', 'JohnHeard', '""CatherineOHara""', 'RobertsBlossom', 'DevinRatray', 'MichaelC.Maronna', 'HillaryWolf', 'AngelaGoethals', 'GerryBamman', 'TerrieSnell', 'JedidiahCohen', 'SentaMoses', 'DaianaCampeanu', 'KieranCulkin', 'AnnaSlotky', 'KristinMinter', 'JohnCandy', 'RalphFoody', 'LarryHankin', 'KenHudsonCampbell', 'HopeDavis', 'BillieBird', 'BillErwin', 'JeffreyWiseman', 'VirginiaSmith', 'RayToler', 'ClarkeDevereux', 'DanCharlesZukoski', 'MattDoherty']","['TwentiethCenturyFoxFilmCorporation', 'HughesEntertainment']",1990,476684675
12154,Three Men and a Baby,"['Family', 'Comedy', 'Drama']","['TomSelleck', 'SteveGuttenberg', 'TedDanson', 'NancyTravis', 'MargaretColin', 'CamillaScott', 'PhilipBosco', 'ColinQuinn']","['TouchstonePictures', 'InterscopeCommunications']",1987,0
9576,Tootsie,"['Comedy', 'Romance']","['DustinHoffman', 'JessicaLange', 'TeriGarr', 'DabneyColeman', 'CharlesDurning', 'BillMurray', 'SydneyPollack', 'GeorgeGaynes', 'GeenaDavis', 'DorisBelack', 'EllenFoley', 'PeterGatto', 'LynneThigpen', 'RonaldL.Schwary', 'DebraMooney', 'AmyLawrence', 'KennySinclair', 'SusanMerson', 'RobertD.Wilson', 'JamesCarruthers', 'EstelleGetty', 'ChristineEbersole', 'BerniePollack', 'SamStoneburner', 'MarjorieLovett', 'BarbaraSpiegel', 'SuzannevonSchaack', 'AnneShropshire', 'MurraySchisgal', 'RichardWhiting', 'JimJansen', 'TomMardirosian', 'GavinReed', 'AnnieKorzen', 'IbbitsWarriner', 'LoisdeBanzie', 'StephenPrutting', 'TobinBell', 'PhillipBorsos', 'JimDratfield', 'JohnKapelos', 'JoyceWorsley', 'AndyWarhol', 'PamelaLincoln', 'MichaelM.Ryan']","['ColumbiaPicturesCorporation', 'MirageEnterprises', 'PunchProductions', 'DelphiFilms', 'TheCriterionCollection']",1982,177200000
744,Top Gun,"['Action', 'Romance', 'War']","['TomCruise', 'KellyMcGillis', 'ValKilmer', 'AnthonyEdwards', 'TomSkerritt', 'MichaelIronside', 'JohnStockwell', 'BarryTubb', 'RickRossovich', 'TimRobbins', 'MegRyan', 'WhipHubley', 'AdrianPasdar', 'JamesTolkan', 'ClarenceGilyardJr.']",['ParamountPictures'],1986,356830601
146,卧虎藏龙,"['Adventure', 'Drama', 'Action', 'Romance']","['ChowYun-fat', 'MichelleYeoh', 'ZhangZiyi', 'ChangChen', 'ChengPei-Pei', 'SihungLung', 'FaZengLi', 'SuYingHuang', 'XianGao', 'YanHai', 'DeMingWang', 'LiLi']","['SonyPicturesClassics', 'ChinaFilmCo-ProductionCorporation', 'ColumbiaPicturesFilmProductionAsia', 'GoodMachine', 'EDKOFilm', 'AsiaUnionFilm&EntertainmentLtd.', 'UnitedChinaVision', 'ZoomHuntInternationalProductionsCompanyLtd.']",2000,213525736
14,American Beauty,['Drama'],"['KevinSpacey', 'AnnetteBening', 'ThoraBirch', 'WesBentley', 'MenaSuvari', 'ChrisCooper', 'ScottBakula', 'PeterGallagher', 'AllisonJanney', 'SamRobards', 'BarryDelSherman', 'JohnCho', 'HalFortAtkinson', 'KentFaulcon', 'AraCeli', 'SueCasey', 'BrendaWehle', 'LisaCloud', 'AmberSmith', 'JoelMcCrary', 'MarissaJaretWinokur', 'DennisAnderson', 'MatthewKimbrough', 'ErinCathrynStrubbe', 'AlisonFaulk', 'KristaGoodsitt', 'LilyHoutkin', 'CarolinaLancaster', 'MonaLeah', 'ChekeshaVanPutten', 'EmilyZachary', 'NancyAnderson', 'ReshmaGajjar', 'StephanieRizzo', 'HeatherJoySher', 'ChelseaHertford', 'ElaineCorralKendall', 'DavidC.Fisher', 'TomMiller', 'BruceCohen']","['DreamWorksSKG', 'Jinks/CohenCompany']",1999,356296601
45269,The King's Speech,"['Drama', 'History']","['ColinFirth', 'GeoffreyRush', 'HelenaBonhamCarter', 'GuyPearce', 'TimothySpall', 'MichaelGambon', 'JenniferEhle', 'DerekJacobi', 'FreyaWilson', 'RamonaMarquez', 'RichardDixon', 'RobertPortal', 'EveBest', 'PaulTrussell', 'AdrianScarborough', 'AndrewHavill', 'CharlesArmstrong', 'RogerHammond', 'CalumGittins', 'DominicApplewhite', 'BenWimsett', 'DavidBamber', 'JakeHathaway', 'PatrickRyecart', 'TeresaGallagher', 'SimonChandler', 'ClaireBloom', 'OrlandoWells', 'TimDownie', 'DickWard', 'JohnAlbasiny', 'DannyEmes', 'AnthonyAndrews', 'JohnWarnaby', 'RogerParrott', 'DeanAmbridge', 'JamesCurrie', 'GrahamCurry', 'TonyEarnshaw', 'SeanTalo']","['TheWeinsteinCompany', 'UKFilmCouncil', 'BedlamProductions', 'See-SawFilms', 'AegisFilmFund', 'FilmNationEntertainment', 'MomentumPictures', 'MolinareInvestment']",2010,414211549
9493,Twins,['Comedy'],"['ArnoldSchwarzenegger', 'DannyDeVito', 'KellyPreston', 'ChloeWebb', 'DavidCaruso', 'BonnieBartlett', 'TreyWilson', 'MarshallBell', '""HughOBrian""', 'NehemiahPersoff', 'MauryChaykin', 'TonyJay', 'TomMcCleister', 'RosemaryDunsmore', 'RichardPortnow', 'FrancesBay', 'HeatherGraham', 'JeffBeck', 'CatherineReitman', 'JasonReitman', 'Cary-HiroyukiTagawa', 'WayneGrace', 'TyGrandersonJones', 'ElizabethKaitan', 'SteveReevis', 'JayArlenJones', 'Sven-OleThorsen', 'DendrieTaylor', 'RobertHarper', 'S.A.Griffin', 'RicharddeFaut', 'PeterDvorsky', 'DavidEfron', 'LoraMilligan', 'BillyD.Lucas', 'LewHopson', 'MarvinJ.McIntyre', 'ThomasWagner', 'TomPlatz', 'RogerCallard', 'GusRethwisch', 'BruceMcBroom', 'LindaPorter', 'JoeMedjuck', 'FrankDavis', 'JohnMichaelBolger', 'TerryBozzio', 'TonyHymas', 'NicoletteLarson', 'JillAvery', 'DustinAmy', 'RaymondStorti']",['UniversalPictures'],1988,216614388
22556,The Yellow Handkerchief,"['Drama', 'Romance']","['WilliamHurt', 'MariaBello', 'KristenStewart', 'EddieRedmayne', 'VeronicaRussell']",['areajapan'],2008,317000
873,The Color Purple,['Drama'],"['WhoopiGoldberg', 'MargaretAvery', 'DannyGlover', 'AkosuaBusia', 'OprahWinfrey', 'WillardE.Pugh', 'DesretaJackson', 'RaeDawnChong', 'AdolphCaesar', 'DanaIvey', 'LeonardJackson', 'BennetGuillory', 'JohnPattonJr.', 'CarlAnderson', 'SusanBeaubian', 'JamesTillis', 'PhillipStrong', 'LaurenceFishburne', 'PetoKinsaka', 'LeloMasamba', 'JerisPoindexter']","['AmblinEntertainment', 'TheGuber-PetersCompany', 'WarnerBros.']",1985,146292009
33196,해운대,"['Action', 'Adventure', 'Drama', 'Thriller']","['ParkJoong-hoon', 'SolKyung-gu', 'UhmJung-hwa', 'HaJi-won', 'LeeBriggs', 'CheonBo-geun', 'YeoHo-min', 'LeeSi-on', 'LeeMin-ki', 'KangYe-won', 'KimIn-kwon', 'SongJae-ho', 'NaMoon-hee']","['PolygonEntertainment', 'CJEntertainment', 'DoosabuFilm']",2009,11301649
205596,The Imitation Game,"['History', 'Drama', 'Thriller', 'War']","['BenedictCumberbatch', 'KeiraKnightley', 'MatthewGoode', 'RoryKinnear', 'AllenLeech', 'MatthewBeard', 'CharlesDance', 'MarkStrong', 'JamesNorthcote', 'TomGoodman-Hill', 'StevenWaddington', 'IlanGoodman', 'JackTarlton', 'AlexLawther', 'JackBannon', 'TuppenceMiddleton', 'DominikCharman', 'JamesG.Nunn', 'CharlieManton', 'DavidCharkham', 'VictoriaWicks', 'AndrewHavill', 'LaurenceKennedy', 'TimvanEyken', 'VivWeatherall', 'MirandaBell', 'TimSteed', 'BartoszWandrykow', 'LeseAsquith-Coe', 'HayleyJoanneBacon', 'LaurenBeacham', 'IngridBenussi', 'NicholasBlatt', 'JackBrash', 'AncutaBreaban', 'AlexCorbetBurcher', 'GraceCalder', 'RichardCampbell', 'DanielChapple', 'LisaColquhoun', 'AlexanderCooper', 'LeighDent', 'EstherEden', 'SamExley', 'BenFarrow', 'MikeFirth', 'HannahFlynn', 'JamesGard', 'GunaGultniece', 'BenjaminHardie', 'OscarHatton', 'LukeHope', 'VeraHorton', 'VincentIdearson', 'DenisKoroshko', 'DebraLeigh-Taylor', 'StuartMatthews', 'Amber-RoseMay', 'SamanthaMoran', 'AdamNowell', 'JosephOliveira', 'HarryLeonardParkinson', 'JohnRedmann', 'DavidG.Robinson', 'AliceTapfield', 'MarkUnderwood', 'Nicola-JayneWells', 'JoshWichard']","['BlackBearPictures', 'BristolAutomotive']",2014,233555708
10765,Private Benjamin,['Comedy'],"['GoldieHawn', 'EileenBrennan', 'ArmandAssante', 'RobertWebber', 'MaryKayPlace', 'HarryDeanStanton', 'AlbertBrooks', 'KopiSotiropulos']",['WarnerBros.'],1980,0
16769,Coal Miner's Daughter,"['Drama', 'Music']","['SissySpacek', 'TommyLeeJones', 'LevonHelm', '""BeverlyDAngelo""', 'WilliamSanderson', 'PhyllisBoyens', 'BillAndersonJr.', 'FoisterDickerson', 'MallaMcCown', 'PamelaMcCown', 'KevinSalvilla', 'SissyLucas', 'BrianWarf', 'ElizabethWatson', 'BobElkins', 'BobHannah', 'ErnestTubb', 'JenniferBeasley', 'FrankMitchell', 'RoyAcuff', 'MinniePearl']",['UniversalPictures'],1980,67182787
33217,Diary of a Wimpy Kid,"['Comedy', 'Family']","['ZacharyGordon', 'RobertCapron', 'RachaelHarris', 'SteveZahn', 'DevonBostick', 'ConnorFielding', 'OwenFielding', 'ChloëGraceMoretz', 'KaranBrar', 'GraysonRussell', 'LaineMacNeil', 'AlexFerris', 'AndrewMcNee', 'BelitaMoreno', 'RobLaBelle', 'NicholasCarey', 'SamuelPatrickChu', 'DonnieMacNeil', 'SamanthaPage', 'AvaHughes', 'OwenBest', 'CainanWiebe', 'ColeHeppell', 'HarrisonHoude', 'JenniferClement', 'KarinKonoval', 'RaugiYu', 'JakeD.Smith', 'TalonDunbar', 'NaomiDane', 'WillemJacobson', 'MaxineMiller', 'TayaClyne', 'AdomOsei', 'RyleeStiles', 'RyanGrantham', 'BrettDier', 'CindyBusby']","['DuneEntertainment', 'ColorForce', 'DaydayFilms']",2010,75700498
